Timestamp,CPU Usage %,Memory Usage %,Disk Usage %,Network Latency (ms),Request Rate (req/s),Pod Restarts,Error Rate,Node Temperature,Connection Attempts,Queue Length,Log Messages,Event Messages,Node or pod failures,"Resource exhaustion (CPU, memory, disk)",Network or connectivity issues,Service disruptions based on logs and events
2023-06-08 04:09:00,18.206524002155955,21.87562653170364,55.2296264672372,242.39444670150158,4.151706065108618,2,0.13686884385428222,67.24518744427829,60,18,"Disk full, Connection timeout","Disk pressure, EndpointSliceNotReady",0,1,1,0
2023-11-23 07:38:00,62.30543011470324,93.79121911565332,71.42707575610977,291.8161195457033,86.60471183686724,3,0.43808906199334163,74.67686325423153,41,68,"Network unreachable, High latency","NetworkPolicy denied, Ingress error",0,0,1,1
2023-04-12 17:08:00,94.00148688353154,34.76705778598609,85.87524613314262,867.1504414657625,748.5366688755415,0,0.451935724777514,56.35742323592395,66,189,"Node unreachable, Connection timeout, Service unavailable","NodeNotReady, NetworkPolicy denied, Service endpoint not ready",1,0,1,1
2023-11-23 23:02:00,91.35841894581955,98.117476260995,7.558489246122246,837.4793537306264,365.5023047859288,1,0.34173995002355895,67.51264300956805,21,139,"Disk full, High latency","CPU throttling, Ingress error",0,1,0,1
2023-10-26 20:02:00,4.489973605329844,45.74589467888137,43.55201254643628,66.9224015613874,374.181736924988,0,0.3886275067532826,78.08751303334911,48,125,"CPU throttling, Service unavailable","Memory pressure, Service endpoint not ready",0,1,0,1
2023-06-01 04:12:00,55.70796787848965,62.40857756745755,22.436511733997744,348.9081363252027,546.8798478753665,0,0.4283552096369102,42.14433901738671,40,61,"Container restart, 500 Internal Server Error","NodeNotReady, Deployment rollout failed",1,0,0,1
2023-01-24 06:25:00,17.567629969703937,96.18171015530747,88.00333734648783,484.9579545542414,311.6650862613245,1,0.7098053040046017,46.88694485261484,47,143,"Pod crashed, Service unavailable","CrashLoopBackOff, Ingress error",1,0,0,1
2023-12-18 02:38:00,89.37368515644198,86.65358816900344,43.63111863236949,544.2455075857501,652.3445834064993,5,0.9714084364492145,57.30910691848089,44,78,Network unreachable,NetworkPolicy denied,0,0,1,0
2023-11-18 03:38:00,73.23794473655413,70.22683143871686,9.789514797519306,705.2461175991116,401.88206837016304,3,0.30713443506215343,37.02560001332122,81,127,Connection timeout,EndpointSliceNotReady,0,0,1,0
2023-02-20 01:32:00,12.405630492255836,22.190506908511875,32.61790932665589,600.2552851180658,873.8223423707692,4,0.6564504259305233,21.548276915531854,16,141,Node unreachable,CrashLoopBackOff,1,0,0,0
2023-06-07 10:04:00,43.035495437694884,44.00966629778238,4.945957532063039,805.0463306946491,173.92196196087463,5,0.5715742116262569,33.063264581347255,72,175,"CPU throttling, High latency","Memory pressure, Service endpoint not ready",0,1,0,1
2023-01-08 13:23:00,10.346424255598007,75.66615360036414,82.41242537789213,682.8610875631827,379.07065966317776,1,0.1015443093750984,31.979577405251312,51,98,"DNS resolution failed, Service unavailable","NetworkPolicy denied, Service endpoint not ready",0,0,1,1
2023-02-10 21:04:00,85.42649885374293,93.00458788002175,29.882795335767888,538.1375624446439,782.0890160632065,2,0.18896900810526263,68.43801873288402,11,99,DNS resolution failed,EndpointSliceNotReady,0,0,1,0
2023-02-15 11:36:00,17.54702520936361,83.21547682339205,51.22574981447443,662.5281988150482,898.0978894284742,2,0.4165968656500587,64.11388959342723,55,68,"Pod crashed, Disk full","NodeNotReady, CPU throttling",1,1,0,0
2023-06-11 08:40:00,32.21346674567675,91.7626842951743,10.273877693276178,42.16148237603434,871.3555747634216,5,0.22264418049164025,60.413768245851244,8,154,"CPU throttling, 500 Internal Server Error","Disk pressure, Deployment rollout failed",0,1,0,1
2023-04-01 23:38:00,98.3472018446388,94.12014328716413,98.36957991970812,722.3836424357244,746.7356259109654,3,0.544263522067363,46.34993998897883,94,118,"Pod crashed, CPU throttling, Network unreachable","NodeNotReady, CPU throttling, NetworkPolicy denied",1,1,1,0
2023-01-06 14:06:00,34.75138378586111,34.401846023379754,47.36171261342223,659.9502921001827,619.9613311501673,0,0.004669571557254115,71.56858155890217,80,106,"Disk full, Connection timeout, High latency","Disk pressure, EndpointSliceNotReady, Service endpoint not ready",0,1,1,1
2023-12-16 13:30:00,5.43118852137493,10.47595908427451,38.69581374157484,80.22837180556186,154.370197852413,5,0.8262115597659065,52.908374607714116,18,40,"Pod crashed, Disk full, Connection timeout","Failed to pull image, Disk pressure, NetworkPolicy denied",1,1,1,0
2023-01-19 15:28:00,14.29774836918628,53.39922783078691,69.82504698865255,782.6478870888402,345.37325034091793,5,0.5212483375113418,46.13139677844737,46,66,,,0,0,0,0
2023-09-10 15:34:00,15.840558525063509,55.66652123195581,62.87476661743059,838.0908175949976,855.3260788532417,1,0.2739341522203115,30.729299316904147,91,20,"Out of memory, DNS resolution failed","CPU throttling, NetworkPolicy denied",0,1,1,0
2023-11-25 09:10:00,99.39547994995898,7.514997895143571,83.10060229484863,581.7609493132001,725.2897967154356,0,0.6568748681525957,76.639130058645,45,174,Node unreachable,Failed to pull image,1,0,0,0
2023-01-23 00:12:00,2.0204624219348766,63.68073944013671,69.50443030829034,343.40788848642853,111.44242194863241,0,0.12270734403269501,36.64993435362985,46,51,DNS resolution failed,NetworkPolicy denied,0,0,1,0
2023-05-09 18:48:00,79.86998756223103,25.068779710243426,99.62032110211723,162.13348705495534,112.4980243019491,1,0.46180772529546277,48.84227353649725,4,184,"Node unreachable, Out of memory, DNS resolution failed","NodeNotReady, Disk pressure, NetworkPolicy denied",1,1,1,0
2023-03-19 01:11:00,87.80178919374873,80.70752203749795,12.614293384299435,325.7917178609874,572.4256322742692,2,0.947972719221543,27.807370407519464,72,194,Container restart,Failed to pull image,1,0,0,0
2023-10-06 08:52:00,17.994949690132433,12.326187785735387,8.803222295782632,610.8992487260244,787.1423110105432,4,0.032538045351854894,31.999199967121033,15,14,,,0,0,0,0
2023-08-01 08:56:00,12.98698761391518,85.70644632572805,39.26805974701877,755.3559154008025,638.059640561262,5,0.08478480998197924,57.31436615045191,72,45,High latency,Service endpoint not ready,0,0,0,1
2023-07-06 10:11:00,21.56862871522759,91.07663481894807,84.82842768717248,71.48165887944447,179.07609333987628,3,0.33878816353254193,51.678351342649606,52,21,,,0,0,0,0
2023-11-11 13:45:00,9.797625017075163,36.38919080946953,73.88918560203747,703.132133149852,955.6691783559238,2,0.8266628497146038,56.5950657640114,55,32,"Out of memory, Service unavailable","Disk pressure, Deployment rollout failed",0,1,0,1
2023-08-30 21:03:00,36.58239961944743,18.514778052681148,15.406645049332013,243.7546375422508,833.9798546955833,4,0.6611439669840056,42.59443037158617,24,170,"CPU throttling, 500 Internal Server Error","Memory pressure, Service endpoint not ready",0,1,0,1
2023-06-05 12:47:00,85.27941170653416,49.6003681041806,90.71908867578667,459.4450775676092,363.988155021448,3,0.0013050379120141953,52.842966203016275,86,46,"DNS resolution failed, High latency","NetworkPolicy denied, Deployment rollout failed",0,0,1,1
2023-05-31 16:16:00,60.409764859333,22.36809577293467,55.10089699619753,273.4653389046792,741.4814909862495,3,0.43465898364225597,53.63239428692179,57,121,"Connection timeout, Service unavailable","EndpointSliceNotReady, Ingress error",0,0,1,1
2023-06-06 06:38:00,91.08627618933738,59.66968956521195,6.645756658621204,99.91048038753947,900.3841527103622,4,0.9604091037350465,66.17511027782405,60,53,"Pod crashed, DNS resolution failed, Service unavailable","CrashLoopBackOff, EndpointSliceNotReady, Service endpoint not ready",1,0,1,1
2023-08-03 18:22:00,41.129502345025934,58.23339383319565,94.0122028458098,998.5128490213594,454.89647324055846,2,0.36366346047007825,46.88174400242862,17,23,"DNS resolution failed, 500 Internal Server Error","EndpointSliceNotReady, Ingress error",0,0,1,1
2023-12-14 14:13:00,81.57656577810462,72.5965077142367,8.295681988607239,812.9401448428658,616.9274028375445,3,0.27832916716435263,30.168775261043727,62,90,"Node unreachable, Out of memory, DNS resolution failed","Failed to pull image, Memory pressure, EndpointSliceNotReady",1,1,1,0
2023-11-12 18:33:00,74.08355316063921,30.180942711597403,19.43237896544042,364.81342808800343,422.0093619085512,4,0.6802044640987078,59.550805166837016,10,118,"Node unreachable, CPU throttling, 500 Internal Server Error","Failed to pull image, Memory pressure, Deployment rollout failed",1,1,0,1
2023-10-17 01:11:00,20.63262238158251,17.907806784129054,80.37057375022066,699.6106773113023,254.27384684609265,5,0.5092524462017893,20.22953780842346,98,14,Connection timeout,EndpointSliceNotReady,0,0,1,0
2023-04-25 21:53:00,24.537127978396633,92.8004440187109,69.39043792673127,702.9428083072061,73.07971762965305,1,0.6910933572614586,47.13741822598077,5,155,,,0,0,0,0
2023-10-26 13:07:00,10.791692703791044,97.62280278416846,60.956310325649355,164.27538211283465,643.2931593753597,5,0.010363989033589371,46.81155050190928,54,15,"Pod crashed, Disk full, 500 Internal Server Error","Failed to pull image, Memory pressure, Ingress error",1,1,0,1
2023-12-17 23:19:00,38.867674802205954,63.57089256405041,38.11520491548105,487.8597167753957,762.0800135619263,2,0.6478185356576306,34.457517044056196,48,1,CPU throttling,Memory pressure,0,1,0,0
2023-03-05 14:05:00,46.09327926650035,96.60230575372155,90.83939781192511,255.97148702518157,486.53024323516803,4,0.49642714850454583,53.34453109852669,28,63,CPU throttling,CPU throttling,0,1,0,0
2023-02-21 19:39:00,81.08230480510107,67.21520768581742,94.4665524037203,357.63803233920123,965.3955111532053,1,0.8921116688617229,67.88848822029601,46,162,500 Internal Server Error,Deployment rollout failed,0,0,0,1
2023-12-07 21:08:00,2.093853805074164,6.914905694534923,19.520317117751272,734.9859344155719,604.641173181899,1,0.1828754926393058,32.18664315182069,11,15,"Pod crashed, Out of memory, Connection timeout","Failed to pull image, Memory pressure, NetworkPolicy denied",1,1,1,0
2023-04-22 06:53:00,30.04235048588115,67.81027560975004,38.98350982031681,779.510257395654,977.3778011243594,2,0.777285960050642,72.01746177282246,34,191,"Container restart, Out of memory","Failed to pull image, CPU throttling",1,1,0,0
2023-12-05 09:29:00,45.34801263189618,39.990512620622575,62.66443057049038,326.4700996323957,451.102905682287,0,0.3708949303823357,61.984539932887,87,136,"Container restart, CPU throttling, Network unreachable, High latency","NodeNotReady, Disk pressure, NetworkPolicy denied, Service endpoint not ready",1,1,1,1
2023-09-01 21:09:00,98.32779129139426,98.70523164817142,34.55480043955218,234.3688045075014,320.61831804307093,2,0.2803204545290181,37.851868139305914,99,23,"Node unreachable, Network unreachable, 500 Internal Server Error","NodeNotReady, NetworkPolicy denied, Service endpoint not ready",1,0,1,1
2023-04-13 22:51:00,41.90749794314682,58.501233928622575,41.897847904778,5.530228572815821,859.6820124545524,4,0.20727717834121961,20.061145596520873,91,22,"Out of memory, Network unreachable, Service unavailable","Disk pressure, EndpointSliceNotReady, Deployment rollout failed",0,1,1,1
2023-03-12 15:15:00,11.980729858891248,6.794879315374935,39.555932699568,265.1140709325979,475.8913349454307,4,0.7480302585645354,72.54009006466782,9,183,"Pod crashed, Service unavailable","Failed to pull image, Service endpoint not ready",1,0,0,1
2023-08-02 05:08:00,61.034413846979575,59.02708436199596,24.30976111397346,805.662179158162,904.7236826878158,0,0.4333727127692134,42.66607293864259,57,137,Disk full,Disk pressure,0,1,0,0
2023-06-29 18:16:00,90.39367459173695,3.8082260471015372,64.52129096355472,742.5647873650589,692.103645378618,4,0.6235679356804547,66.90682800010592,77,90,500 Internal Server Error,Deployment rollout failed,0,0,0,1
2023-10-01 02:07:00,36.44483659308032,26.117653134271112,55.60756184623986,415.4513218862103,36.43105651350642,1,0.7227166818032905,27.40616932488038,13,37,"Pod crashed, Disk full, High latency","Failed to pull image, CPU throttling, Deployment rollout failed",1,1,0,1
2023-08-25 10:08:00,34.88214756446681,61.088484785155686,75.47557537079865,758.4606308271867,392.6877761200108,5,0.010112816105721345,61.79907985082421,33,176,"CPU throttling, Connection timeout","Disk pressure, NetworkPolicy denied",0,1,1,0
2023-04-18 16:37:00,46.62095853125273,31.60313402335714,64.92021739406437,647.6363898495666,694.8643171628635,1,0.19737494925288568,25.41106982862832,39,12,"Node unreachable, Network unreachable, Service unavailable","NodeNotReady, EndpointSliceNotReady, Ingress error",1,0,1,1
2023-09-25 14:25:00,48.304496657189524,75.35663666065815,49.35014140799873,906.2723423165589,149.7545174981222,1,0.7865038367915332,54.02839983050149,58,69,"Node unreachable, DNS resolution failed, High latency","Failed to pull image, NetworkPolicy denied, Deployment rollout failed",1,0,1,1
2023-06-06 19:25:00,58.46465344871474,96.3033379567524,88.32975157644091,878.477393504074,420.60839602402876,3,0.1325307523110466,64.3292855716174,14,128,Pod crashed,Failed to pull image,1,0,0,0
2023-07-04 10:59:00,47.249032043939856,67.01684859242478,28.981359614736025,774.788908441169,838.9674008104331,4,0.5168641449555949,28.268555822534488,69,19,,,0,0,0,0
